Course Code,Grade,Course Title,MyEd BC Code,TRAX Code,Course Category,Lang Of Inst,Developer,Authorizer,Open Date,Close Date,Completion End Date,Credit Value,Grad Program,Grad Program Requirement,HST Main Category,HST Sub Category,Ministry Subject Code
1699030,12,IB LATIN (SL) 12,ILAS-12,IBLAS12,External Credential,English,International Baccalaureate Program,Ministry of Education and Child Care,9/1/1995,,,4,1995 Graduation Program,Elective,16 FOREIGN LANGUAGES,"99 FOREIGN LANGUAGES, OTHER",30 Languages
1699030,12,IB LATIN (SL) 12,ILAS-12,IBLAS12,External Credential,English,International Baccalaureate Program,Ministry of Education and Child Care,9/1/1995,,,4,2004 Graduation Program,Elective,16 FOREIGN LANGUAGES,"99 FOREIGN LANGUAGES, OTHER",30 Languages
1699030,12,IB LATIN (SL) 12,ILAS-12,IBLAS12,External Credential,English,International Baccalaureate Program,Ministry of Education and Child Care,9/1/1995,,,4,2018 Graduation Program,Elective,16 FOREIGN LANGUAGES,"99 FOREIGN LANGUAGES, OTHER",30 Languages
1699030,12,IB LATIN (SL) 12,ILAS-12,IBLAS12,External Credential,English,International Baccalaureate Program,Ministry of Education and Child Care,9/1/1995,,,4,2023 Graduation Program,Elective,16 FOREIGN LANGUAGES,"99 FOREIGN LANGUAGES, OTHER",30 Languages
1699030,12,IB LATIN (SL) 12,ILAS-12,IBLAS12,External Credential,English,International Baccalaureate Program,Ministry of Education and Child Care,9/1/1995,,,4,Adult Graduation Program,"Grade 12,Elective",16 FOREIGN LANGUAGES,"99 FOREIGN LANGUAGES, OTHER",30 Languages
1699030,12,IB LATIN (SL) 12,ILAS-12,IBLAS12,External Credential,English,International Baccalaureate Program,Ministry of Education and Child Care,9/1/1995,,,4,Course-Based Graduation Program,Elective,16 FOREIGN LANGUAGES,"99 FOREIGN LANGUAGES, OTHER",30 Languages
1603016,11,IB MANDARIN AB I (SL) 11,IMAS-11,IBMAS11,External Credential,English,International Baccalaureate Program,Ministry of Education and Child Care,9/1/2006,,,4,1995 Graduation Program,Elective,16 FOREIGN LANGUAGES,03 ASIATIC LANGUAGES,30 Languages
1603016,11,IB MANDARIN AB I (SL) 11,IMAS-11,IBMAS11,External Credential,English,International Baccalaureate Program,Ministry of Education and Child Care,9/1/2006,,,4,2004 Graduation Program,Elective,16 FOREIGN LANGUAGES,03 ASIATIC LANGUAGES,30 Languages
1603016,11,IB MANDARIN AB I (SL) 11,IMAS-11,IBMAS11,External Credential,English,International Baccalaureate Program,Ministry of Education and Child Care,9/1/2006,,,4,2018 Graduation Program,Elective,16 FOREIGN LANGUAGES,03 ASIATIC LANGUAGES,30 Languages
1603016,11,IB MANDARIN AB I (SL) 11,IMAS-11,IBMAS11,External Credential,English,International Baccalaureate Program,Ministry of Education and Child Care,9/1/2006,,,4,2023 Graduation Program,Elective,16 FOREIGN LANGUAGES,03 ASIATIC LANGUAGES,30 Languages
1603017,12,IB MANDARIN AB I (SL) 12,IMAS-12,IBMAS12,External Credential,English,International Baccalaureate Program,Ministry of Education and Child Care,9/1/2006,,,4,1995 Graduation Program,Elective,16 FOREIGN LANGUAGES,03 ASIATIC LANGUAGES,30 Languages
1603017,12,IB MANDARIN AB I (SL) 12,IMAS-12,IBMAS12,External Credential,English,International Baccalaureate Program,Ministry of Education and Child Care,9/1/2006,,,4,2004 Graduation Program,Elective,16 FOREIGN LANGUAGES,03 ASIATIC LANGUAGES,30 Languages
1603017,12,IB MANDARIN AB I (SL) 12,IMAS-12,IBMAS12,External Credential,English,International Baccalaureate Program,Ministry of Education and Child Care,9/1/2006,,,4,2018 Graduation Program,Elective,16 FOREIGN LANGUAGES,03 ASIATIC LANGUAGES,30 Languages
1603017,12,IB MANDARIN AB I (SL) 12,IMAS-12,IBMAS12,External Credential,English,International Baccalaureate Program,Ministry of Education and Child Care,9/1/2006,,,4,2023 Graduation Program,Elective,16 FOREIGN LANGUAGES,03 ASIATIC LANGUAGES,30 Languages
1603017,12,IB MANDARIN AB I (SL) 12,IMAS-12,IBMAS12,External Credential,English,International Baccalaureate Program,Ministry of Education and Child Care,9/1/2006,,,4,Adult Graduation Program,"Grade 12,Elective",16 FOREIGN LANGUAGES,03 ASIATIC LANGUAGES,30 Languages
2701114,12,IB MATHEMATICS (HL) 12A,IMC--2A,IBMC 12A,External Credential,English,International Baccalaureate Program,Ministry of Education and Child Care,9/1/1995,,,4,1995 Graduation Program,"Mathematics 11 or 12,Elective",27 MATHEMATICS,"01 MATHEMATICS, GENERAL",35 Mathematics
2701114,12,IB MATHEMATICS (HL) 12A,IMC--2A,IBMC 12A,External Credential,English,International Baccalaureate Program,Ministry of Education and Child Care,9/1/1995,,,4,2004 Graduation Program,"Mathematics 11 or 12,Elective",27 MATHEMATICS,"01 MATHEMATICS, GENERAL",35 Mathematics
2701114,12,IB MATHEMATICS (HL) 12A,IMC--2A,IBMC 12A,External Credential,English,International Baccalaureate Program,Ministry of Education and Child Care,9/1/1995,,,4,2018 Graduation Program,"Mathematics 11 or 12,Elective",27 MATHEMATICS,"01 MATHEMATICS, GENERAL",35 Mathematics
2701114,12,IB MATHEMATICS (HL) 12A,IMC--2A,IBMC 12A,External Credential,English,International Baccalaureate Program,Ministry of Education and Child Care,9/1/1995,,,4,2023 Graduation Program,"Mathematics 11 or 12,Elective",27 MATHEMATICS,"01 MATHEMATICS, GENERAL",35 Mathematics
2701114,12,IB MATHEMATICS (HL) 12A,IMC--2A,IBMC 12A,External Credential,English,International Baccalaureate Program,Ministry of Education and Child Care,9/1/1995,,,4,Adult Graduation Program,"Mathematics 11 or 12,Grade 12,Elective",27 MATHEMATICS,"01 MATHEMATICS, GENERAL",35 Mathematics
2701114,12,IB MATHEMATICS (HL) 12A,IMC--2A,IBMC 12A,External Credential,English,International Baccalaureate Program,Ministry of Education and Child Care,9/1/1995,,,4,Course-Based Graduation Program,Elective,27 MATHEMATICS,"01 MATHEMATICS, GENERAL",35 Mathematics
5009298,11,IB MUSIC (HL) 11,IMCH-11,IBMCH11,External Credential,English,International Baccalaureate Program,Ministry of Education and Child Care,9/1/1995,,,4,1995 Graduation Program,"Fine Arts 11 or 12,Elective",50 VISUAL AND PERFORMING ARTS,09 MUSIC,15 Fine Arts
5009298,11,IB MUSIC (HL) 11,IMCH-11,IBMCH11,External Credential,English,International Baccalaureate Program,Ministry of Education and Child Care,9/1/1995,,,4,2004 Graduation Program,"Applied Skills/Fine Arts 10, 11 or 12,Elective",50 VISUAL AND PERFORMING ARTS,09 MUSIC,15 Fine Arts
5009298,11,IB MUSIC (HL) 11,IMCH-11,IBMCH11,External Credential,English,International Baccalaureate Program,Ministry of Education and Child Care,9/1/1995,,,4,2018 Graduation Program,"Arts Educ/Applied Design, Skills, and Technologies,Elective",50 VISUAL AND PERFORMING ARTS,09 MUSIC,15 Fine Arts
5009298,11,IB MUSIC (HL) 11,IMCH-11,IBMCH11,External Credential,English,International Baccalaureate Program,Ministry of Education and Child Care,9/1/1995,,,4,2023 Graduation Program,"Arts Educ/Applied Design, Skills, and Technologies,Elective",50 VISUAL AND PERFORMING ARTS,09 MUSIC,15 Fine Arts
5009298,11,IB MUSIC (HL) 11,IMCH-11,IBMCH11,External Credential,English,International Baccalaureate Program,Ministry of Education and Child Care,9/1/1995,,,4,Course-Based Graduation Program,Elective,50 VISUAL AND PERFORMING ARTS,09 MUSIC,15 Fine Arts
5009299,12,IB MUSIC (HL) 12A,IMCH-2A,IBMCH12A,External Credential,English,International Baccalaureate Program,Ministry of Education and Child Care,9/1/1995,,,4,1995 Graduation Program,"Fine Arts 11 or 12,Elective",50 VISUAL AND PERFORMING ARTS,09 MUSIC,15 Fine Arts
5009299,12,IB MUSIC (HL) 12A,IMCH-2A,IBMCH12A,External Credential,English,International Baccalaureate Program,Ministry of Education and Child Care,9/1/1995,,,4,2004 Graduation Program,"Applied Skills/Fine Arts 10, 11 or 12,Elective",50 VISUAL AND PERFORMING ARTS,09 MUSIC,15 Fine Arts
5009299,12,IB MUSIC (HL) 12A,IMCH-2A,IBMCH12A,External Credential,English,International Baccalaureate Program,Ministry of Education and Child Care,9/1/1995,,,4,2018 Graduation Program,"Arts Educ/Applied Design, Skills, and Technologies,Elective",50 VISUAL AND PERFORMING ARTS,09 MUSIC,15 Fine Arts
5009299,12,IB MUSIC (HL) 12A,IMCH-2A,IBMCH12A,External Credential,English,International Baccalaureate Program,Ministry of Education and Child Care,9/1/1995,,,4,2023 Graduation Program,"Arts Educ/Applied Design, Skills, and Technologies,Elective",50 VISUAL AND PERFORMING ARTS,09 MUSIC,15 Fine Arts
5009299,12,IB MUSIC (HL) 12A,IMCH-2A,IBMCH12A,External Credential,English,International Baccalaureate Program,Ministry of Education and Child Care,9/1/1995,,,4,Adult Graduation Program,"Grade 12,Elective",50 VISUAL AND PERFORMING ARTS,09 MUSIC,15 Fine Arts
5009299,12,IB MUSIC (HL) 12A,IMCH-2A,IBMCH12A,External Credential,English,International Baccalaureate Program,Ministry of Education and Child Care,9/1/1995,,,4,Course-Based Graduation Program,Elective,50 VISUAL AND PERFORMING ARTS,09 MUSIC,15 Fine Arts
5009301,11,IB MUSIC (SL) 11,IMCS-11,IBMCS11,External Credential,English,International Baccalaureate Program,Ministry of Education and Child Care,9/1/1995,,,4,1995 Graduation Program,"Fine Arts 11 or 12,Elective",50 VISUAL AND PERFORMING ARTS,09 MUSIC,15 Fine Arts
5009301,11,IB MUSIC (SL) 11,IMCS-11,IBMCS11,External Credential,English,International Baccalaureate Program,Ministry of Education and Child Care,9/1/1995,,,4,2004 Graduation Program,"Applied Skills/Fine Arts 10, 11 or 12,Elective",50 VISUAL AND PERFORMING ARTS,09 MUSIC,15 Fine Arts
5009301,11,IB MUSIC (SL) 11,IMCS-11,IBMCS11,External Credential,English,International Baccalaureate Program,Ministry of Education and Child Care,9/1/1995,,,4,2018 Graduation Program,"Arts Educ/Applied Design, Skills, and Technologies,Elective",50 VISUAL AND PERFORMING ARTS,09 MUSIC,15 Fine Arts
5009301,11,IB MUSIC (SL) 11,IMCS-11,IBMCS11,External Credential,English,International Baccalaureate Program,Ministry of Education and Child Care,9/1/1995,,,4,2023 Graduation Program,"Arts Educ/Applied Design, Skills, and Technologies,Elective",50 VISUAL AND PERFORMING ARTS,09 MUSIC,15 Fine Arts
5009301,11,IB MUSIC (SL) 11,IMCS-11,IBMCS11,External Credential,English,International Baccalaureate Program,Ministry of Education and Child Care,9/1/1995,,,4,Course-Based Graduation Program,Elective,50 VISUAL AND PERFORMING ARTS,09 MUSIC,15 Fine Arts
5009302,12,IB MUSIC (SL) 12,IMCS-12,IBMCS12,External Credential,English,International Baccalaureate Program,Ministry of Education and Child Care,9/1/1995,,,4,1995 Graduation Program,"Fine Arts 11 or 12,Elective",50 VISUAL AND PERFORMING ARTS,09 MUSIC,15 Fine Arts
5009302,12,IB MUSIC (SL) 12,IMCS-12,IBMCS12,External Credential,English,International Baccalaureate Program,Ministry of Education and Child Care,9/1/1995,,,4,2004 Graduation Program,"Applied Skills/Fine Arts 10, 11 or 12,Elective",50 VISUAL AND PERFORMING ARTS,09 MUSIC,15 Fine Arts
5009302,12,IB MUSIC (SL) 12,IMCS-12,IBMCS12,External Credential,English,International Baccalaureate Program,Ministry of Education and Child Care,9/1/1995,,,4,2018 Graduation Program,"Arts Educ/Applied Design, Skills, and Technologies,Elective",50 VISUAL AND PERFORMING ARTS,09 MUSIC,15 Fine Arts
5009302,12,IB MUSIC (SL) 12,IMCS-12,IBMCS12,External Credential,English,International Baccalaureate Program,Ministry of Education and Child Care,9/1/1995,,,4,2023 Graduation Program,"Arts Educ/Applied Design, Skills, and Technologies,Elective",50 VISUAL AND PERFORMING ARTS,09 MUSIC,15 Fine Arts
5009302,12,IB MUSIC (SL) 12,IMCS-12,IBMCS12,External Credential,English,International Baccalaureate Program,Ministry of Education and Child Care,9/1/1995,,,4,Adult Graduation Program,"Grade 12,Elective",50 VISUAL AND PERFORMING ARTS,09 MUSIC,15 Fine Arts
5009302,12,IB MUSIC (SL) 12,IMCS-12,IBMCS12,External Credential,English,International Baccalaureate Program,Ministry of Education and Child Care,9/1/1995,,,4,Course-Based Graduation Program,Elective,50 VISUAL AND PERFORMING ARTS,09 MUSIC,15 Fine Arts
2701117,12,IB MATHEMATICS (SL) 12,IMM--12,IBMM 12,External Credential,English,International Baccalaureate Program,Ministry of Education and Child Care,9/1/1995,,,4,1995 Graduation Program,"Mathematics 11 or 12,Elective",27 MATHEMATICS,"01 MATHEMATICS, GENERAL",35 Mathematics
2701117,12,IB MATHEMATICS (SL) 12,IMM--12,IBMM 12,External Credential,English,International Baccalaureate Program,Ministry of Education and Child Care,9/1/1995,,,4,2004 Graduation Program,"Mathematics 11 or 12,Elective",27 MATHEMATICS,"01 MATHEMATICS, GENERAL",35 Mathematics
2701117,12,IB MATHEMATICS (SL) 12,IMM--12,IBMM 12,External Credential,English,International Baccalaureate Program,Ministry of Education and Child Care,9/1/1995,,,4,2018 Graduation Program,"Mathematics 11 or 12,Elective",27 MATHEMATICS,"01 MATHEMATICS, GENERAL",35 Mathematics
2701117,12,IB MATHEMATICS (SL) 12,IMM--12,IBMM 12,External Credential,English,International Baccalaureate Program,Ministry of Education and Child Care,9/1/1995,,,4,2023 Graduation Program,"Mathematics 11 or 12,Elective",27 MATHEMATICS,"01 MATHEMATICS, GENERAL",35 Mathematics
2701117,12,IB MATHEMATICS (SL) 12,IMM--12,IBMM 12,External Credential,English,International Baccalaureate Program,Ministry of Education and Child Care,9/1/1995,,,4,Adult Graduation Program,"Mathematics 11 or 12,Grade 12,Elective",27 MATHEMATICS,"01 MATHEMATICS, GENERAL",35 Mathematics
2701117,12,IB MATHEMATICS (SL) 12,IMM--12,IBMM 12,External Credential,English,International Baccalaureate Program,Ministry of Education and Child Care,9/1/1995,,,4,Course-Based Graduation Program,Elective,27 MATHEMATICS,"01 MATHEMATICS, GENERAL",35 Mathematics
1603018,11,IB MANDARIN B (HL) 11,IMNH-11,IBMNH11,External Credential,English,International Baccalaureate Program,Ministry of Education and Child Care,9/1/1995,,,4,1995 Graduation Program,Elective,16 FOREIGN LANGUAGES,03 ASIATIC LANGUAGES,30 Languages
1603018,11,IB MANDARIN B (HL) 11,IMNH-11,IBMNH11,External Credential,English,International Baccalaureate Program,Ministry of Education and Child Care,9/1/1995,,,4,2004 Graduation Program,Elective,16 FOREIGN LANGUAGES,03 ASIATIC LANGUAGES,30 Languages
1603018,11,IB MANDARIN B (HL) 11,IMNH-11,IBMNH11,External Credential,English,International Baccalaureate Program,Ministry of Education and Child Care,9/1/1995,,,4,2018 Graduation Program,Elective,16 FOREIGN LANGUAGES,03 ASIATIC LANGUAGES,30 Languages
1603018,11,IB MANDARIN B (HL) 11,IMNH-11,IBMNH11,External Credential,English,International Baccalaureate Program,Ministry of Education and Child Care,9/1/1995,,,4,2023 Graduation Program,Elective,16 FOREIGN LANGUAGES,03 ASIATIC LANGUAGES,30 Languages
1603018,11,IB MANDARIN B (HL) 11,IMNH-11,IBMNH11,External Credential,English,International Baccalaureate Program,Ministry of Education and Child Care,9/1/1995,,,4,Course-Based Graduation Program,Elective,16 FOREIGN LANGUAGES,03 ASIATIC LANGUAGES,30 Languages
1603019,12,IB MANDARIN B (HL) 12A,IMNH-2A,IBMNH12A,External Credential,English,International Baccalaureate Program,Ministry of Education and Child Care,9/1/1995,,,4,1995 Graduation Program,Elective,16 FOREIGN LANGUAGES,03 ASIATIC LANGUAGES,30 Languages
1603019,12,IB MANDARIN B (HL) 12A,IMNH-2A,IBMNH12A,External Credential,English,International Baccalaureate Program,Ministry of Education and Child Care,9/1/1995,,,4,2004 Graduation Program,Elective,16 FOREIGN LANGUAGES,03 ASIATIC LANGUAGES,30 Languages
1603019,12,IB MANDARIN B (HL) 12A,IMNH-2A,IBMNH12A,External Credential,English,International Baccalaureate Program,Ministry of Education and Child Care,9/1/1995,,,4,2018 Graduation Program,Elective,16 FOREIGN LANGUAGES,03 ASIATIC LANGUAGES,30 Languages
1603019,12,IB MANDARIN B (HL) 12A,IMNH-2A,IBMNH12A,External Credential,English,International Baccalaureate Program,Ministry of Education and Child Care,9/1/1995,,,4,2023 Graduation Program,Elective,16 FOREIGN LANGUAGES,03 ASIATIC LANGUAGES,30 Languages
1603019,12,IB MANDARIN B (HL) 12A,IMNH-2A,IBMNH12A,External Credential,English,International Baccalaureate Program,Ministry of Education and Child Care,9/1/1995,,,4,Adult Graduation Program,"Grade 12,Elective",16 FOREIGN LANGUAGES,03 ASIATIC LANGUAGES,30 Languages
1603019,12,IB MANDARIN B (HL) 12A,IMNH-2A,IBMNH12A,External Credential,English,International Baccalaureate Program,Ministry of Education and Child Care,9/1/1995,,,4,Course-Based Graduation Program,Elective,16 FOREIGN LANGUAGES,03 ASIATIC LANGUAGES,30 Languages
1603021,11,IB MANDARIN B (SL) 11,IMNS-11,IBMNS11,External Credential,English,International Baccalaureate Program,Ministry of Education and Child Care,9/1/1995,,,4,1995 Graduation Program,Elective,16 FOREIGN LANGUAGES,03 ASIATIC LANGUAGES,30 Languages
1603021,11,IB MANDARIN B (SL) 11,IMNS-11,IBMNS11,External Credential,English,International Baccalaureate Program,Ministry of Education and Child Care,9/1/1995,,,4,2004 Graduation Program,Elective,16 FOREIGN LANGUAGES,03 ASIATIC LANGUAGES,30 Languages
1603021,11,IB MANDARIN B (SL) 11,IMNS-11,IBMNS11,External Credential,English,International Baccalaureate Program,Ministry of Education and Child Care,9/1/1995,,,4,2018 Graduation Program,Elective,16 FOREIGN LANGUAGES,03 ASIATIC LANGUAGES,30 Languages
1603021,11,IB MANDARIN B (SL) 11,IMNS-11,IBMNS11,External Credential,English,International Baccalaureate Program,Ministry of Education and Child Care,9/1/1995,,,4,2023 Graduation Program,Elective,16 FOREIGN LANGUAGES,03 ASIATIC LANGUAGES,30 Languages
1603021,11,IB MANDARIN B (SL) 11,IMNS-11,IBMNS11,External Credential,English,International Baccalaureate Program,Ministry of Education and Child Care,9/1/1995,,,4,Course-Based Graduation Program,Elective,16 FOREIGN LANGUAGES,03 ASIATIC LANGUAGES,30 Languages
1603022,12,IB MANDARIN B (SL) 12,IMNS-12,IBMNS12,External Credential,English,International Baccalaureate Program,Ministry of Education and Child Care,9/1/1995,,,4,1995 Graduation Program,Elective,16 FOREIGN LANGUAGES,03 ASIATIC LANGUAGES,30 Languages
1603022,12,IB MANDARIN B (SL) 12,IMNS-12,IBMNS12,External Credential,English,International Baccalaureate Program,Ministry of Education and Child Care,9/1/1995,,,4,2004 Graduation Program,Elective,16 FOREIGN LANGUAGES,03 ASIATIC LANGUAGES,30 Languages
1603022,12,IB MANDARIN B (SL) 12,IMNS-12,IBMNS12,External Credential,English,International Baccalaureate Program,Ministry of Education and Child Care,9/1/1995,,,4,2018 Graduation Program,Elective,16 FOREIGN LANGUAGES,03 ASIATIC LANGUAGES,30 Languages
